,username,text,likes,date
115,@QueenMab87,Some of y’all really need to learn you don’t need historical revisionism & holocaust denial to advocate for Palestinians. Israel isn’t justified in its treatment of Palestinians no matter how much historical oppression we’ve faced,265,"Dec 7, 2023 · 12:49 PM UTC"
116,@izzyz,"Cuz I’m just a teenage robot, baby Yeah I’m just a teenage robot, baby Listen to grimes’ lost demo, baby, with me OoOooOoOoh",0,"Dec 8, 2023 · 3:32 AM UTC"
117,@elfeky1711,"What the USA and Israel is doing has been explained in the Quran (Sura AL-BAQARA):  When they are told, “Do not spread corruption in the land,” they reply, “We are only peace-makers!”  Indeed, it is they who are the corruptors, but they fail to perceive it.  #Gaza_Geniocide #Gaza",20,"Dec 8, 2023 · 2:27 AM UTC"
118,@DiogenesDCynic,"Enough with the bullshit! This war is another US war of endless aggression! Israel provides a ""guarantee"" of Western access to hydrocarbon resources in the Middle East, as well as providing a security force for the West in the region!",0,"Dec 8, 2023 · 3:32 AM UTC"
119,@helensclegel,Israel now admits it overestimated by hundreds the number of Israelis killed on 7th October.  They also admit the Gaza Ministry of Health data on Palestinians killed are accurate.  Will our media and politicians learn to stop believing Israel and start trusting Palestinians?,2870,"Dec 7, 2023 · 9:47 AM UTC"
120,@hzomlot,"Israel media did not show the mass murder of Palestinian children and innocent civilians, or the mass destruction of Gaza. But Israeli media has no qualms about showing these savage images of Israeli occupation forces detaining and stripping civilians taken from a UN shelter in Gaza today. This evokes some of humanity’s darkest passages of history.  It is well past time that the world speaks as one and demands - and enforces - an immediate and permanent #ceasefire.",47967,"Dec 7, 2023 · 3:46 PM UTC"
121,@ForgetfuP,I even saw some ordinarily pro Israel people (some Israelis as well) say this stuff is weird or at least a bad look,0,"Dec 8, 2023 · 3:32 AM UTC"
122,@CensoredMen,🇮🇱 This is how Israel treat Jews who oppose Zionism.,72097,"Dec 6, 2023 · 5:02 PM UTC"
123,@NoTechApartheid,"From selling weapons to aid the Guatemalan genocide, Pinochet’s human rights abuses in Chile, and the Hutu regime that killed over 800k Tutsis in 100 days – Israel’s technology is used on Palestinians then marketed as battle-tested to oppressive groups around the world. 🧵",322,"Dec 7, 2023 · 5:23 PM UTC"
124,@chaoticsequence,"Keep running with the ""Israel is the real victim here"" argument dude. Really rings true /s",0,"Dec 8, 2023 · 3:32 AM UTC"
125,@_syzzn,"Wow you really think this is going to make the world forget how vile your people are especially your women. Dancing and mocking dead people on tiktok, you people deserve no sympathy 👎",0,"Dec 8, 2023 · 3:32 AM UTC"
126,@richimedhurst,"Israel wants to frame the conflict as ""Muslims vs Jews"", when it's really ""European colonizers vs Arab Muslims, Christians, and Jews""",1453,"Dec 8, 2023 · 1:35 AM UTC"
127,@mubashirwani00,"The first moments of the sounds of falling rockets in the vicinity of the American Embassy in the Iraqi capital, Baghdad  #mubashirwani00 #السعوديه_الاردن #كتائب_االقسام #Israel #Perletti #فلسطين_الان #Lebanon #FreePalestineFromIsraelNOW",0,"Dec 8, 2023 · 3:32 AM UTC"
128,@Dplm53,Don’t kill him torture him like he did the people of Israel. I am so angry I would cut a piece of him off every day until he dies. This is still not enough for all the women they raped,0,"Dec 8, 2023 · 3:32 AM UTC"
129,@BoldlyBemused,I know nothing of him personally. He may be the worst man ever. But he’s right on this one issue. Israel’s correct war crimes are endangering world peace #IsraelPalestineWar,0,"Dec 8, 2023 · 3:32 AM UTC"
130,@DrLoupis,Israeli soldiers violently kidnap another Palestinian child.  Israel is a terrorist state.🇮🇱,33920,"Dec 7, 2023 · 1:30 PM UTC"
131,@Bernadotte22,"This account supports Palestine and stands with children, women, the elderly, and civilians in Palestine and their right to a decent life in their land, and never recognizes an entity called Israel",2484,"Dec 7, 2023 · 7:11 AM UTC"
132,@diegovarela28,"sure, israel do nothing wrong because they said so. okay.",0,"Dec 8, 2023 · 3:32 AM UTC"
133,@PalBint,Israel’s speciality: maiming Palestinian babies:,32,"Dec 7, 2023 · 11:24 PM UTC"
134,@DrLoupis,Jacob Rothschild… “My family created Israel”   Israel is a fake state created by globalists.,7134,"Dec 7, 2023 · 11:06 PM UTC"
135,@JoshuaPHilll,Hanukkah is also about the oppressed miraculously resisting empire. This Hanukkah we pray for a ceasefire and an end to Israel’s genocide in Gaza.,348,"Dec 8, 2023 · 3:17 AM UTC"
136,@hebrews_journal,Visit our website here 💻👨🏾‍💻🖥 🔴 https://solo.to/hebrewjournal .…………………………………… Every modern nation is detailed in the bible as a specific people. No one should ever make you believe you're not in the Bible. #HebrewsJournal #IUICTV #IUIC #AfricanPride #Egyptology #Hotep,8,"Apr 6, 2023 · 2:18 AM UTC"
137,@MJTruthUltra,They are going to go after them hard for this…   Alex Jones - Israel’s “Failed” Intelligence - They use Terror Attacks get People to Give up their Rights   “Look at what happened in Israel… there’s no way one the best intelligence agencies in the world didn’t know that was coming…  There was clearly a stand down and now the west and Israel will be taking more of its peoples rights away.”  https://rumble.com/v406dr4-alex-jones-israels-intentional-failed-intelligence-and-how-attacks-are-used.html,459,"Dec 8, 2023 · 12:57 AM UTC"
138,@mubashirwani00,The Israeli occupation forces fired stun grenades at Palestinians after they stormed the city of Ramallah in the West Bank  #mubashirwani00 #السعوديه_الاردن #كتائب_االقسام #Israel #Perletti #فلسطين_الان #Lebanon #FreePalestineFromIsraelNOW,2,"Dec 8, 2023 · 2:16 AM UTC"
139,@DeptofDefense,"NEWS: Israel, Ukraine, Taiwan Support Ironclad, But Congress Could Help, Vice Chairman Says https://www.defense.gov/News/News-Stories/Article/Article/3606364/israel-ukraine-taiwan-support-ironclad-but-congress-could-help-vice-chairman-sa/",319,"Dec 5, 2023 · 12:48 AM UTC"
140,@CensoredMen,🇵🇸🇮🇱 WARNING: GRAPHIC 18+ 10 SECONDS TO SCROLL ⚠️⏳  This man collected the limbs of his family in a plastic bag.  This is what Israel does.  Israeli terrorism must be stopped.,188,"Dec 8, 2023 · 3:20 AM UTC"
141,@REVMAXXING,AMERICANS STAND WITH PALESTINE!  THEY DEMAND THAT ISRAEL STOP BOMBING HOSPITALS.  DO YOU AGREE?,1704,"Dec 7, 2023 · 4:05 AM UTC"
142,@missfalsteenia,"Today, Israel murdered Dr Refaat Alareer in Gaza, a prominent writer and poet and co-founder of We Are Not Numbers, a youth-led nonprofit project which platforms stories to humanise Palestinians who are often reduced to statistics in the news.",3109,"Dec 7, 2023 · 9:28 PM UTC"
143,@Chomskylebov,"Hard-core hamas suppoter or you can call hamas terrorist...he was enjoying hams burning children in the oven..this type of people are cancer to the society.they normalised terrorism, sugarcoat them. World will be better place without him",0,"Dec 8, 2023 · 3:32 AM UTC"
144,@PENGERTlAN,Siang guys 🥰 Fuck israel,0,"Dec 8, 2023 · 3:32 AM UTC"
145,@MairavZ,"""Whatever the ultimate goal, Israel’s collective devastation of Gaza raises deep moral problems. But even judged purely in strategic terms, Israel’s approach is doomed to failure—and indeed, it is already failing."" https://www.foreignaffairs.com/israel/israels-failed-bombing-campaign-gaza",313,"Dec 7, 2023 · 7:57 AM UTC"
146,@ShaykhSulaiman,"BOMBSHELL PROOF: BBC INVESTIGATION PROVES CHILD HOSTAGE MOHAMMED NAZAL’S HAND’S WERE BROKEN BY ISRAEL  Israel denied the report, claiming his hands were in good condition  Scans provided by the BBC to British doctors confirmed Nazal's hands were both broken",36500,"Dec 2, 2023 · 8:30 AM UTC"
147,@KJayYay,"Grieving for innocent lives on both sides is not neutrality, it's basic compassion. What don't you people understand about that? I'm 100% for Palestinian liberation. Israel needs to back the f off and pay for their crimes. But I still grieve for the victims of the Hamas attacks.",0,"Dec 8, 2023 · 3:32 AM UTC"
148,@sahouraxo,"“This didn’t start on October 7th. This has been unfolding for decades. The building of the ‘state’ of Israel has a deep colonial root.“  —Spain’s former Minister of Social Rights, Ione Belarra, explains how colonialism is behind Israel’s genocide in Gaza",1322,"Dec 7, 2023 · 9:12 PM UTC"
149,@ysabellahazan,Shabbat shalom  Am Israel  📍Israeli Air Force Military Base Such an informative briefing. So proud of our honourable @IDF soldiers fighting for the rights of Jews around the world and against darkness. 🇮🇱💙,61,"Dec 8, 2023 · 3:17 AM UTC"
150,@stairwayto3dom,"🚨🇮🇱 ISRAEL ARE LYING AGAIN!  ❌ Israel have been caught taking innocent civilians hostage.  ❌ They claim they captured ‘Hamas’ members, when in reality they are kidnapping CIVILIANS and JOURNALISTS!  ❌ Well known journalist, Diaa Al-Kahlot is among those that are captured. It’s been reported that his cousins and relatives are almost among them.  WE PRAY FOR THEIR SAFETY! 🙏",13599,"Dec 7, 2023 · 4:35 PM UTC"
151,@stairwayto3dom,🚨🇮🇱 ISRAEL have committed another MASSACRE in Gaza!,20941,"Dec 6, 2023 · 3:48 PM UTC"
152,@says_kim,Ukraine must prevail to become an effective trading partner. Palestine elected Hamas which is committed to the annihilation of Israel. US support is belied by its advocacy for Israeli restraint; its alliance is ambiguous notwithstanding its declarations to the contrary.,0,"Dec 8, 2023 · 3:32 AM UTC"
153,@muhammadshehad2,"🚨Israel's Public Broadcasting Corporation admits those are NOT Hamas militants  It's random men & teenagers detained arbitrarily without charges, trial or legal counsel to ""check *IF* some of them are Hamas terrorists""  Meaning civilians are presumed guilty until proven innocent",12380,"Dec 7, 2023 · 5:21 PM UTC"
154,@Lowkey0nline,"The images that Israel claims are of fighters arrested and stripped in north Gaza include a journalist and his family, two teenage boys, one United Nations employee, and the director of an UNRWA school.",12214,"Dec 7, 2023 · 7:41 PM UTC"
155,@KnollPhoto,Tell me @jennyleong what do you think will happen to israel if there is a permanent ceasefire (which Hamas won’t keep by the way)? Or if as you protest “from the river to the sea Palestine shall be free”.  What happens to the population of israel including 2million Arab citizens?,0,"Dec 8, 2023 · 3:32 AM UTC"
156,@REVMAXXING,"🇵🇸🇮🇱🇷🇺 PUTIN SAYS HE SUPPORTS PALESTINE, AND CALLS ISRAEL GENOCIDAL!  DO YOU AGREE WITH PRESIDENT PUTIN?",18506,"Dec 6, 2023 · 10:14 PM UTC"
157,@DrLoupis,Israel has NO RIGHT to “defend itself” in a country it ILLEGALLY occupies!  Do you agree?,22987,"Dec 7, 2023 · 3:32 PM UTC"
158,@ClareHymer,"NEW: Over 600 trade unionists are blocking all the entrances to Mission Systems Wimborne Ltd in Dorset, which makes parts for aircraft being used in Israel’s bombardment of Gaza.  This is just one of *four* mass pickets of arms factories across Britain today by @Workers4Pal.",7511,"Dec 7, 2023 · 7:38 AM UTC"
159,@zahacktanvir,"US-based radical #Islamist Daniel Reza Jou (@Haqiqatjou) who supports #Hamas and calls for the boycott against #McDonald and #StarBucks, is the son of Iranian-American Reza Jou who served at American #Boeing Company that supplies rockets and fighter jets to #Israel.   This double-faced dunce calls anyone who supports #SaudiArabia and #UAE for their moderate Islam, as government agents. While his Safavid Iranian ancestry is full of deceit and hypocrisy.   He calls for boycott of American products and calls us “Zionist Agents” for not endorsing that idiotic view, while he lives in America, pays taxes to the American Govt. His family works in American companies.   Btw, X-owner Elon Musk visited Israel and supported the Netanyahu government. If this clown Daniel Reza Jou wants to boycott US-products, why not boycott X and shutdown his account?  At times, I feel he is performing Taqiya as his Safavid ancestors did to create confusion and chaos, and to push the ulterior agenda!",592,"Dec 7, 2023 · 2:46 PM UTC"
160,@BushraPeerni,Israel just posted a video with with a band that has Kalima on it and implying that Kalima was tied while women were rapes,0,"Dec 8, 2023 · 3:32 AM UTC"
161,@Workers4Pal,BREAKING: Over 1000 trade unionists at multiple sites across Britain are blockading arms factories that are supplying arms to Israel! 🇵🇸   #ShutItDown4Palestine,3126,"Dec 7, 2023 · 7:56 AM UTC"
162,@Rarah723,Israel ball licker,0,"Dec 8, 2023 · 3:32 AM UTC"
163,@brownblaze,Israel is committing genocide against a population with ancestral ties to that land and is now importing people from Africa to work the land.   WHERE THE FUCK HAVE I SEEN THAT BEFORE??,838,"Dec 7, 2023 · 7:44 PM UTC"
164,@marwasf,"“If people are asking how the holocaust was allowed, and the genocides in Africa and across the world. Now you can see this live on TV, live on social media.”  These were Refaat’s words whom Israel murdered in an airstrike together with his family members.",578,"Dec 7, 2023 · 11:59 PM UTC"
165,@isaactakestheL,"the third reich, mussolini’s Italy, or imperial japan; to them their mission told to the people was one of mythological quest to restore the values of the past (and of course spread them to foreign peoples or foreign lands) or safeguard the current ones. This is the method Israel",0,"Dec 8, 2023 · 3:32 AM UTC"
166,@somari8591,200fucking9. People have commentated on Israel's abuse of Palestinians for years. This was never about October 7th. Open your fucking eyes.,40684,"Dec 6, 2023 · 5:24 PM UTC"
167,@dragonsmoke_15,"Meanwhile, these are the children of Israel.  You can tell a lot about people by how their children behave.",12,"Dec 8, 2023 · 2:13 AM UTC"
168,@Bernadotte22,"do you want me to respect this world ????? Sorry i can’t   😭💔we ant a humans if we are just watching this silently   Israel bombed and killed his family in Gaza Now he have them in a bag, on the way to bury them.  #IsraeliButchers",555,"Dec 8, 2023 · 1:49 AM UTC"
169,@Harris478,A terrorist Isarael State...Dont be fool.We know u and ur followers are fool enough.Soon u will see...,0,"Dec 8, 2023 · 3:32 AM UTC"
170,@tim_hammond,"Except because the footage is not being released to journalists to verify, there is no way to know. Israel's govt has been caught over and over pushing faked or manipulated media. If they're doing that on their public channels, it would be insane to think they would do it here.",0,"Dec 8, 2023 · 3:32 AM UTC"
171,@GlobalRabbi,"NBC News: The man who allegedly fired a round from his shotgun outside Temple Israel in Albany, NY earlier today has been arrested and identified as Mufid Al Khader, 28, according to two senior law enforcement officials.   Officials say he made statements saying ""free Palestine"" around the time of the shooting.  @chloe_aatkins @Tom_Winter @Penn @Harvard @MIT @EliseStefanik",162,"Dec 8, 2023 · 3:00 AM UTC"
172,@OliLondonTV,"IDF forces have surrounded the home of the Hamas leader who orchestrated Oct 7th.   Yahya Sinwar who is dubbed ‘The Butcher of Khan Younis’ was responsible for 1,200 people being massacred during the Hamas attack on Israel.   Forces are now surrounding his home where he is thought to be hiding underground.   Source: NBC News",16385,"Dec 7, 2023 · 1:35 PM UTC"
173,@Olivebasil3,2000 of their own errant rockets fell inside their own territory killing an unimaginable number of children. They are a dealth cult hell bent on destroying Israel and killing Jews and they will sacrifice their own children to achieve their corrupt political agenda. #HamasisISIS,0,"Dec 8, 2023 · 3:32 AM UTC"
174,@_yassssmin,I don’t understand how people hear Palestinians begging for Israel to stop killing them and make it about themselves and how THEY feel unsafe that is ridiculous how do you see 20k people dead & still believe you are the victim miles away in the safety of your home FUCK YOU,39574,"Dec 6, 2023 · 5:21 PM UTC"
175,@HananyaNaftali,Happy Hanukkah from Gaza. 🕎  Israel Defense Forces soldiers light the first candle of Hanukkah on the battlefield.,3230,"Dec 7, 2023 · 3:47 PM UTC"
176,@hebrews_journal,"Feja Designs creates a variety of spiritually inspired stationery with a specialty in journals, planners, bookmarks, and notebooks. We also accept personalizations!  Visit us on Etsy: Etsy.com/FejaDesigns  Email: FejaDesigns@yahoo.com  Phone: 346-478-0545",3,"Apr 6, 2023 · 2:34 AM UTC"
177,@RickyJames__,Thought this Israel thing was over.,0,"Dec 8, 2023 · 3:32 AM UTC"
178,@aasifhossain,Those look like civilians and not soilders. Israel lies every second.,0,"Dec 8, 2023 · 3:32 AM UTC"
179,@broseph_stalin,Name a single thing Israel has said in 2 months that didn’t turn out be a lie.  Please just one thing,18598,"Dec 6, 2023 · 9:31 PM UTC"
180,@Paliefer3,the reason why israel does not want foreign press in gaza is so they don’t expose their lies,22901,"Dec 7, 2023 · 2:12 AM UTC"
181,@IMTIzionism,"Tonight, we light the first candle of Hanukkah to remind us that even in great darkness,  we can turn on a small light and  remember that the people of Israel were always few against many.  Here we are, telling about the miracles and praising God who watches over his children. 🕎",664,"Dec 7, 2023 · 4:39 AM UTC"
182,@kenny_tyler,So what you are saying is you will not secure our own boarder unless we give money to protect Ukraine and Israel?  What country to you represent?,0,"Dec 8, 2023 · 3:32 AM UTC"
183,@OurRevolution,"NEW: @BernieSanders has voted 'No' on sending $10.1 billion in unconditional aid to Israel, saying the ""right-wing extremist Netanyahu government"" does not have ""the legal or moral right to kill thousands of innocent Palestinian men, women, and children.""",119,"Dec 7, 2023 · 2:12 PM UTC"
184,@norabf,Bring Israel to its fucking knees. break this terrorist state for once and for all,18834,"Dec 7, 2023 · 8:08 PM UTC"
185,@SuhagAShukla,"While @Penn’s Liz Magill is rightly being excoriated for equivocating about whether calls to “dismantle” the Jewish presence in Israel is bullying/harassment, it’s a good time to remember Penn faculty sponsoring the “Dismantling Global Hindutva” event.  https://piped.video/watch?v=E2JmlW7wBC8&si=khxZDiwhaof_Riie",593,"Dec 7, 2023 · 3:10 PM UTC"
186,@PDeepdive,🎥WATCH | Israel is TARGETING the best and brightest of Gaza in its ongoing genocide.,74,"Dec 7, 2023 · 9:34 PM UTC"
187,@SamerAbdelnour,"Israel has gone ‘all in’ on a final solution. And it won’t stop with Gaza. Our people are being slaughtered. We are facing annihilation. The world knows Israel won’t stop, Israel is banking on them not interfering in time. A ceasefire, arms embargo and sanctions must be enforced.",110,"Dec 8, 2023 · 12:23 AM UTC"
188,@KosherKockney,"Genocide? Have you even been within 100 miles of Gaza? Or the West Bank?  I lived in Israel for years.  2 years of that were in Jenin in the West Bank on and off. Working around Gaza too.   I met Gazans who worked in Israel, spoke to them, laughed with them and hugged them.   Israel is a country where Jews, Muslims, Christians, Buddhists and Hindus live in peace. Hell, there’s even a stunning Baháʼí temple in Haifa.  𝐄𝐯𝐞𝐫𝐲 𝐨𝐭𝐡𝐞𝐫 country in the Middle East  persecuted Jews, took away their rights and segregated them purely because they were Jewish.  That is the very definition of 𝐀𝐩𝐚𝐫𝐭𝐡𝐞𝐢𝐝.  Now if Hamas were to win this war. All of the beautiful diversity I mentioned above about Israel would be wiped out because they are devout to wiping out any other Ideology apart from their own.  That is the definition of 𝐍𝐚𝐳𝐢𝐬𝐦.  Eventually, all of the Arab countries eventually persecuted, executed or exiled their Jews. Slaughtered them until there is now no Jewish population in those countries that goes over 1%  That is the definition of 𝐠𝐞𝐧𝐨𝐜𝐢𝐝𝐞 𝐚𝐧𝐝 𝐞𝐭𝐡𝐧𝐢𝐜 𝐜𝐥𝐞𝐚𝐧𝐬𝐢𝐧𝐠.  Guess what, israel is 20% Arabs and Muslims.   My Jewish uncle literally runs a Shakshouka place with another Muslim Arab owner in Jaffa, 𝐭𝐡𝐞𝐲 𝐚𝐫𝐞 𝐛𝐞𝐬𝐭 𝐟𝐫𝐢𝐞𝐧𝐝𝐬. You wouldn’t see that in a Palestinian land. My uncle’s head would be hanging from a wall.  Israel is a multicultural miracle of a country and any religion or culture can live there in safety and with full rights. It’s the countries surrounding it that don’t like it and want to wipe it out.   So don’t come at us with “genocide”   Using those buzz words have been a projection of the Arab world’s crimes against the Jewish people to wipe their slate clean of being guilty of those atrocities.   They know those words hurt us and that’s all they are designed to do.   Watch this quick one minute video to understand a bit further, I dare you, it’s only 𝐚 𝐦𝐢𝐧𝐮𝐭𝐞 long.   Educate yourself, treat yourself.",620,"Dec 7, 2023 · 2:16 PM UTC"
189,@richimedhurst,"Being Jewish and suffering centuries of persecution in Europe is not a license to persecute Arabs and steal their land. Ask for reparations from Europeans, and go make an Israel in Germany, France, or whatever Western countries love Zionism.",1368,"Dec 8, 2023 · 1:19 AM UTC"
190,@YazuriAl80659,Israel is not a state and will never be a state. You are rotten. Try your stink 😂😂,0,"Dec 8, 2023 · 3:32 AM UTC"
191,@amjadt25,"""Sinwar (the leader of #Hamas terrorists in #Gaza) you bastard"". Sinwar hides beneath the ground, along with the rest of the scumbags."" This is the voice of a Gazan,(not from #Israel), speaking to a local radio station. This won't be published anywhere.",2539,"Dec 7, 2023 · 9:49 AM UTC"
192,@ron55967579,Many believe Israel has been corrupted….including myself. Wait til you see what role Bibi is playing in all of this.,36,"Dec 8, 2023 · 1:19 AM UTC"
193,@LailaAlarian,"Lie after lie spread by supporters of Israel over the last 60 days have fallen apart, from beheaded babies to questioning the Palestinian death toll to the rape allegations which even the IDF is saying are ""inaccurate."" All this serves to justify mass killings of Palestinians.",133,"Dec 7, 2023 · 2:00 PM UTC"
194,@DrKarimWafa,69 journalists were killed during all of World War 2.  Around 75 journalists were killed by Israel in less than two months.  Read that again. And again. Let that sink in.,32397,"Dec 6, 2023 · 1:59 PM UTC"
195,@sahouraxo,"BREAKING: Israel intensely rained white phosphorus bombs on several villages in Southern Lebanon last night, intentionally burning our farms and green lands.  Yet, the ‘international community’ remains silent, as always.",36747,"Dec 6, 2023 · 3:54 PM UTC"
196,@adliehassan,"Dear @Israel ,  You may think that you’re winning the war but you will never win the hearts and minds of the people of the world.   The human resistance is unstoppable and inevitable. Any more attempts to deceive us will result in more financial and credibility damage.   This illusion you have taken years to built is being decimated in a blink of an eye. And the ground beneath you is trembling. You feel it don’t you?😏  You are drained. Monetarily you are doomed. Spiritually you have none.  Enjoy your “win” while it briefly lasts.",350,"Dec 7, 2023 · 7:12 AM UTC"
197,@AJEnglish,"Sara Leah Whitson, the former executive director of HRW's MENA division describes how Palestinians are unlawfully jailed in Israel's ""Kafkaesque"" prison system.  Watch The Bottom Line: aje.io/0lu5r7",1069,"Dec 7, 2023 · 5:56 PM UTC"
198,@Kahlissee,"Israel is rounding up and kidnapping Palestinian civilians, stripping them naked on the streets of Gaza.  Palestinians kidnapped since Oct 7 have been subjected to torture and starvation.  Journalist Diaa Al-Kahlot, bureau chief of a newspaper in Gaza, can be seen in the video.",1548,"Dec 7, 2023 · 3:47 PM UTC"
199,@hasanthehun,israel shamelessly attaches judaism to its belligerent occupation and colonial conquest creating a damaging and unjust association between the two. this is no different than isis claiming to be take action in the name of islam. no wonder israel loves salafists so much.,13606,"Dec 7, 2023 · 5:12 PM UTC"
200,@sahouraxo,"BREAKING: Israel just executed tens of Palestinian civilians, including women and children seeking refuge inside a UN school in Gaza’s Jabalia.  Tena of dead bodies are scattered in the schoolyard.  This is genocide. Plain and simple.",16195,"Dec 7, 2023 · 2:53 PM UTC"
201,@AbsterYinYang,"56 years of terrorizing Palestinians with abductions, torture, rape, extrajudicial killings, rejection of peace & incitement of violence by Israel.🤷🏼‍♀️ hamas proved when you had Jericho Wall report & saw  activity YOU failed because you saw an attack as a  means to get a 2nd Nakba.",0,"Dec 8, 2023 · 3:32 AM UTC"
202,@Tom_Winter,"NBC News: The man who allegedly fired a round from his shotgun outside Temple Israel in Albany, NY earlier today has been arrested and identified as Mufid Al Khader, 28, according to two senior law enforcement officials.   Reported w/ @chloe_aatkins",460,"Dec 8, 2023 · 1:58 AM UTC"
203,@EkReMUsTaD,"Israel is claiming it is a “mass surrender” by Hamas fighters. Since when Hamas soldiers fight in sneakers and slippers? Those men were ambushed while evacuating and most of them are young teens or old men, not fighters.",3209,"Dec 7, 2023 · 5:16 PM UTC"
204,@samsampress123,"Chris Christie won the debate, Nikki Haley was ok. DeSantis very good at debating democrats doesn't know how to debate a republican. He came out against Vivek on Israel one strong moment. Vivek only debated himself, a total non entity.",0,"Dec 8, 2023 · 3:32 AM UTC"
205,@IMTIzionism,"138 Menorahs at the Western Wall, for 138 Hostages #BringThemAllHome",3577,"Dec 7, 2023 · 6:03 PM UTC"
206,@cenkuygur,"Israel told everyone in Gaza to move to the south. Now, it’s relentlessly bombing the south. War crime after war crime. 17,000 dead. Thousands of women and children slaughtered. All done with American taxpayer money. Disgusting. Not one more dollar. #Gaza_Genocide",1056,"Dec 7, 2023 · 9:41 PM UTC"
207,@nirvana_lb,(THREAD)  Israel lies,27278,"Dec 6, 2023 · 9:25 AM UTC"
208,@Medexpert020217,Attack on Israel? What attack?,0,"Dec 8, 2023 · 3:32 AM UTC"
209,@jacksonhinklle,🚨🇾🇪🇮🇱 Thousands of Yemenis marched to the border with Saudi Arabia and asked Saudi Arabia to open a passage to attack Israel.,15171,"Dec 7, 2023 · 5:28 PM UTC"
210,@KosherKockney,"𝐖𝐡𝐚𝐭 𝐭𝐡𝐞 𝐟*𝐜𝐤.  This is @harvard   Anti-Israel Student on megaphone bursts into lecture:   “It’s the last 15 minutes of your class, take that time to stand with people dying in Palestine”  Professor then says “for anyone who wishes to leave, please do so”  Imagine paying $78,000 a year for this.",1172,"Dec 7, 2023 · 12:55 PM UTC"
211,@StopAntisemites,UPDATE: the Temple Israel Synagogue shooter has been identified as 28 year old Mufid Fawaz Alkhader.  Alkhader appears to be a foreign national.,7,"Dec 8, 2023 · 3:30 AM UTC"
212,@The_NightReport,"Israel murdered this innocent baker who fed his camp in Palestine.  IDF identifies all of these as Hamas:  Children Women Schools Universities Mosques Journalists Teachers Doctors  Now, the baker was also Hamas?   RIP Omar Manaa 💔🕊️",69,"Dec 8, 2023 · 1:11 AM UTC"
213,@DrShadeeElmasry,"Everyone has to make judgement calls. Some imams have made decisions that now disallow them form saying a single critical word about Israel's actions, the IDF, Zionism, or Rabbinical rulings that encourage killing kids (Kahane, Mizrahi, Reuven, et al).  (I am referring to all those who are *not* living under dictators that would imprison or kill them for speaking; their silence is permitted in Sharia and they are free of blame.)  Without doubt, the silence of those living in free countries, is blameworthy in the Sharia.   Imams are meant to clarify what is bad, not just what is good. And this includes the evil in the world, not just errors in theology.  We should all take an example from this, and they too should think about the arrangements they've made that disallow them to speak about such a clear cut matter.  While we can judge this inaction as very blameworthy, I do not want to pass a judgement as to *why* they are silent. I will not assume the worst. Perhaps it is merely a poor judgement call (which we can all fall into). Perhaps it is something completely different that we don't know.   In sum, it's sad to see and it's wrong, and it should be spoken about, but I won't assume the worst about them, especially those with decades of serving the deen.",88,"Dec 8, 2023 · 2:17 AM UTC"
214,@Conchi4870,"This is a little bit of history of Israel, also talks about the times where the 2 state solution was tried out and Palestine Authority refuse.  You see, Peace between the Israelis and Palestinians is like a TANGO, it takes two!!",0,"Dec 8, 2023 · 3:32 AM UTC"
215,@StopZionistHate,"Innocent civilians have been identified in these images celebrated by Zionist Dave Rubin.  Stripped, humiliated, and abused by Israel with funding from our Zionist congress.",1716,"Dec 8, 2023 · 12:51 AM UTC"
216,@MeetThePress,"WATCH: “Absolutely nowhere” in Gaza is safe from attacks despite Israel’s claims of establishing safe zones for Palestinian civilians, Jordanian Foreign Minister @AymanHsafadi says.  “No shelter in Gaza is being able to really give people any cover from this war.”",14,"Dec 8, 2023 · 12:46 AM UTC"
217,@NaksBilal,Israel will lose.,186,"Dec 7, 2023 · 9:41 PM UTC"
218,@BonsaiSky,While you’re checking these ‘reports’ there’s an actual genocide taking place against the Palestinians by Israel. Stop deflecting. Protect the women of Gaza from the bombs you’ve provided Israel if you really care about women.,4912,"Dec 7, 2023 · 6:51 PM UTC"
219,@pepecoinf,"Stop using your cell phone, dumbo- it was invented by Jews. When you get sick- stay off penicillins- discovered by a Jew. Do kit use scanners- invented by a Jew.",0,"Dec 8, 2023 · 3:32 AM UTC"
220,@DemocraticShift,"WAR STORIES  A good story needs a villain - a bad guy - that we hate & resent & a victim-turned-hero, a good guy, that the audience can cheer & root for.   Israel/Jews can & have been easily cast as a villain for a worldwide audience & the Palestinians as the underdog hero.  Cont",2,"Dec 8, 2023 · 12:26 AM UTC"
221,@agelender,Planned Parenthood spreading Israeli propaganda during a genocide instead of addressing the urgent health crisis Palestinians face due to US/Israel’s assault on humanity  This is shameful and we won’t forget where you stood.,2323,"Dec 7, 2023 · 1:59 PM UTC"
